Adx,Adxr,Aroonosc,Bop,Cci,Close,Cmo,Date,Dx,High,Low,Minus_di,Minus_dm,Mom,Open,Plus_di,Plus_dm,Roc,Rocp,Rocr,Rocr100,Rsi,Trix,Volume,Willr
,,,-0.35393601642179073,,1455.219971,,03-01-00,,1478.0,1438.359985,,,,1469.25,,,,,,,,,931800000,
,,,-0.9655651002232789,,1399.420044,,04-01-00,,1455.219971,1397.430054,,,,1455.219971,,,,,,,,,1009000000,
,,,0.07558144337648677,,1402.109985,,05-01-00,,1413.27002,1377.680054,,,,1399.420044,,,,,,,,,1085500000,
,,,0.06767488644471972,,1403.449951,,06-01-00,,1411.900024,1392.099976,,,,1402.109985,,,,,,,,,1092300000,
,,,0.933235846812043,,1441.469971,,07-01-00,,1441.469971,1400.72998,,,,1403.449951,,,,,,,,,1225200000,
,,,0.7046743178051327,,1457.599976,,10-01-00,,1464.359985,1441.469971,,,,1441.469971,,,,,,,,,1064800000,
,,,-0.785475447803404,,1438.560059,,11-01-00,,1458.660034,1434.420044,,,,1457.599976,,,,,,,,,1014000000,
,,,-0.4065754425574154,,1432.25,,12-01-00,,1442.599976,1427.079956,,,,1438.560059,,,,,,,,,974600000,
,,,0.7940816815490788,,1449.680054,,13-01-00,,1454.199951,1432.25,,,,1432.25,,,,,,,,,1030400000,
,,,0.6633793234341132,,1465.150024,,14-01-00,,1473.0,1449.680054,,,,1449.680054,,,,,,,,,1085900000,
,,,-0.7227456367249775,,1455.140015,,18-01-00,,1465.150024,1451.300049,,,,1465.150024,,,,,,,,,1056700000,
,,,0.0597963282499514,,1455.900024,,19-01-00,,1461.390015,1448.680054,,,,1455.140015,,,,,,,,,1087800000,
,,,-0.38020271092423236,,1445.569946,,20-01-00,,1465.709961,1438.540039,,,,1455.900024,,,,,,,,,1100700000,
,,,-0.3100100750525906,,1441.359985,,21-01-00,,1453.180054,1439.599976,,,,1445.569946,,,,,,,,,1209800000,
,,,-0.6788820343071192,,1401.530029,,24-01-00,,1454.089966,1395.420044,,,,1441.359985,,,,,,,,,1115800000,
,,,0.3298406442835521,,1410.030029,,25-01-00,,1414.26001,1388.48999,,,,1401.530029,,,,,,,,,1073700000,
,,,-0.4725607413110585,,1404.089966,,26-01-00,,1412.72998,1400.160034,,,,1410.030029,,,,,,,,,1117300000,
,,,-0.11551927256311792,,1398.560059,,27-01-00,,1418.859985,1370.98999,,,,1404.089966,,,,,,,,,1129500000,
,,,-0.9065138596908215,,1360.160034,,28-01-00,,1398.560059,1356.199951,,,,1398.560059,,,,,,,,,1095800000,
,,,0.7735668487785214,,1394.459961,,31-01-00,,1394.47998,1350.140015,,,,1360.160034,,,,,,,,,993800000,
,,,0.5350214518430001,,1409.280029,,01-02-00,,1412.48999,1384.790039,,,,1394.459961,,,,,,,,,981000000,
,,,-0.009347783103908375,,1409.119995,,02-02-00,,1420.609985,1403.48999,,,,1409.280029,,,,,,,,,1038600000,
,,,0.5814369320274224,,1424.969971,,03-02-00,,1425.780029,1398.52002,,,,1409.119995,,,,,,,,,1146500000,
,,,-0.03926537050420317,,1424.369995,,04-02-00,,1435.910034,1420.630005,,,,1424.969971,,,,,,,,,1045100000,
,,,-0.009406972527196168,,1424.23999,,07-02-00,,1427.150024,1413.329956,,,,1424.369995,,,,,,,,,918100000,
,,,0.993747287516073,,1441.719971,,08-02-00,,1441.829956,1424.23999,,,,1424.23999,,,,,,,,,1047700000,
,,,-0.9121576655336902,,1411.709961,,09-02-00,,1444.550049,1411.650024,,,,1441.719971,,,,,,,,,1050500000,
,,,0.3273791024613887,,1416.829956,,10-02-00,,1422.099976,1406.430054,,,,1411.699951,,,,,,,,,1058800000,
,,,-0.7830787348878574,,1387.119995,,11-02-00,,1416.829956,1378.890015,,,,1416.829956,,,,,,,,,1025700000,
,,,0.1958292433520143,,1389.939941,,14-02-00,,1394.930054,1380.530029,,,,1387.119995,,,,,,,,,927300000,
,,,0.38481471749687535,,1402.050049,,15-02-00,,1407.719971,1376.25,,,,1389.939941,,,,,,,,,1092100000,
,,,-0.7580355562832536,,1387.670044,,16-02-00,,1404.550049,1385.579956,,,,1402.050049,,,,,,,,,1018800000,
,,,0.02978113290828698,,1388.26001,,17-02-00,,1399.880005,1380.069946,,,,1387.670044,,,,,,,,,1034800000,
,,,-0.9745787961272038,,1346.089966,,18-02-00,,1388.589966,1345.319946,,,,1388.26001,,,,,,,,,1042300000,
,,,0.23179880426900598,,1352.170044,,22-02-00,,1358.109985,1331.880005,,,,1346.089966,,,,,,,,,980000000,
,,,0.30791049699813056,,1360.689941,,23-02-00,,1370.109985,1342.439941,,,,1352.170044,,,,,,,,,993700000,
,,,-0.20790028214168832,,1353.430054,,24-02-00,,1364.800049,1329.880005,,,,1360.689941,,,,,,,,,1215000000,
,,,-0.6083684290789871,,1333.359985,,25-02-00,,1362.140015,1329.150024,,,,1353.430054,,,,,,,,,1065200000,
,,,0.41091088111887814,,1348.050049,,28-02-00,,1360.819946,1325.069946,,,,1333.359985,,,,,,,,,1026500000,
,,,0.8512526624243342,,1366.420044,,29-02-00,,1369.630005,1348.050049,,,,1348.050049,,,,,,,,,1204300000,
,,,0.7494107512378191,,1379.189941,,01-03-00,,1383.459961,1366.420044,,,,1366.420044,,,,,,,,,1274100000,
,,,0.15854755339623403,,1381.76001,,02-03-00,,1386.560059,1370.349976,,,,1379.189941,,,,,,,,,1198600000,
,,,0.9412788017305628,,1409.170044,,03-03-00,,1410.880005,1381.76001,,,,1381.76001,,,,,,,,,1150300000,
,,,-0.715887241251394,,1391.280029,,06-03-00,,1409.73999,1384.75,,,,1409.170044,,,,,,,,,1029000000,
,,,-0.724503352511118,,1355.619995,,07-03-00,,1399.209961,1349.98999,,,,1391.280029,,,,,,,,,1314100000,
,,,0.40780044375342395,,1366.699951,,08-03-00,,1373.790039,1346.619995,,,,1355.619995,,,,,,,,,1203000000,
,,,0.796313995960986,,1401.689941,,09-03-00,,1401.819946,1357.880005,,,,1366.699951,,,,,,,,,1123000000,
,,,-0.309489965294556,,1395.069946,,10-03-00,,1413.459961,1392.069946,,,,1401.689941,,,,,,,,,1138800000,
,,,-0.3412797102025119,,1383.619995,,13-03-00,,1398.390015,1364.839966,,,,1395.069946,,,,,,,,,1016100000,
,,,-0.6797214166666663,-77.46884436437863,1359.150024,,14-03-00,,1395.150024,1359.150024,,383.72985800000015,,1383.619995,,253.489869,,,,,,,1094000000,-77.71525144429755
