Adx,Adxr,Aroonosc,Bop,Cci,Close,Cmo,Date,Dx,High,Low,Minus_di,Minus_dm,Mom,Open,Plus_di,Plus_dm,Roc,Rocp,Rocr,Rocr100,Rsi,Trix,Volume,Willr
,,,0.9855687499424688,,2349.01001,,2017-04-17,,2349.139893,2332.51001,,,,2332.6201170000004,,,,,,,,,2824710000,
,,,-0.02462610767991111,,2342.189941,,2017-04-18,,2348.350098,2334.540039,,,,2342.530029,,,,,,,,,3269840000,
,,,-0.49034120572470147,,2338.169922,,2017-04-19,,2352.6298829999996,2335.050049,,,,2346.790039,,,,,,,,,3519900000,
,,,0.6427182425591352,,2355.840088,,2017-04-20,,2361.3701170000004,2340.909912,,,,2342.689941,,,,,,,,,3647420000,
,,,-0.518430971518055,,2348.689941,,2017-04-21,,2356.179932,2344.51001,,,,2354.73999,,,,,,,,,3503360000,
,,,0.49034722419235177,,2374.149902,,2017-04-24,,2376.97998,2369.189941,,,,2370.330078,,,,,,,,,3690650000,
,,,0.6266591456828481,,2388.610107,,2017-04-25,,2392.47998,2381.149902,,,,2381.51001,,,,,,,,,3995240000,
,,,-0.1344503278285027,,2387.449951,,2017-04-26,,2398.159912,2386.780029,,,,2388.97998,,,,,,,,,4105920000,
,,,-0.09871705020910841,,2388.77002,,2017-04-27,,2392.100098,2382.679932,,,,2389.699951,,,,,,,,,4098460000,
,,,-0.8374670986521365,,2384.199951,,2017-04-28,,2393.679932,2382.360107,,,,2393.679932,,,,,,,,,3718270000,
,,,-0.017590429395220264,,2388.330078,,2017-05-01,,2394.48999,2384.830078,,,,2388.5,,,,,,,,,3199240000,
,,,0.016860097464606573,,2391.169922,,2017-05-02,,2392.929932,2385.820068,,,,2391.050049,,,,,,,,,3813680000,
,,,0.16185421985229992,,2388.1298829999996,,2017-05-03,,2389.820068,2379.75,,,,2386.5,,,,,,,,,3893990000,
,,,-0.024370310963146617,,2389.52002,,2017-05-04,,2391.429932,2380.350098,,,,2389.790039,,,,,,,,,4362540000,
,,,0.6982656983400997,,2399.290039,,2017-05-05,,2399.290039,2389.3798829999996,,,,2392.3701170000004,,,,,,,,,3540140000,
,,,-0.07527474115233512,,2399.3798829999996,,2017-05-08,,2401.360107,2393.919922,,,,2399.939941,,,,,,,,,3429440000,
,,,-0.4077064080202958,,2396.919922,,2017-05-09,,2403.8701170000004,2392.439941,,,,2401.580078,,,,,,,,,3653590000,
,,,0.4086135283543161,,2399.6298829999996,,2017-05-10,,2399.73999,2392.790039,,,,2396.790039,,,,,,,,,3643530000,
,,,-0.028622857212741194,,2394.439941,,2017-05-11,,2395.719971,2381.73999,,,,2394.840088,,,,,,,,,3727420000,
,,,-0.2933407619047579,,2390.899902,,2017-05-12,,2392.439941,2387.189941,,,,2392.439941,,,,,,,,,3305630000,
,,,0.8249257080142015,,2402.320068,,2017-05-15,,2404.050049,2393.939941,,,,2393.97998,,,,,,,,,3473600000,
,,,-0.3991912115787081,,2400.669922,,2017-05-16,,2405.77002,2396.050049,,,,2404.550049,,,,,,,,,3420790000,
,,,-0.9043887269838904,,2357.030029,,2017-05-17,,2384.8701170000004,2356.209961,,,,2382.949951,,,,,,,,,4163000000,
,,,0.47914947420329557,,2365.719971,,2017-05-18,,2375.73999,2352.719971,,,,2354.689941,,,,,,,,,4319420000,
,,,0.5560811796935003,,2381.72998,,2017-05-19,,2389.060059,2370.429932,,,,2371.3701170000004,,,,,,,,,3825160000,
,,,0.7974271546066625,,2394.02002,,2017-05-22,,2395.459961,2386.919922,,,,2387.209961,,,,,,,,,3172830000,
,,,0.19796849881962147,,2398.419922,,2017-05-23,,2400.850098,2393.8798829999996,,,,2397.040039,,,,,,,,,3213570000,
,,,0.39261481553309824,,2404.389893,,2017-05-24,,2405.580078,2397.98999,,,,2401.409912,,,,,,,,,3389900000,
,,,0.5168275069670866,,2415.070068,,2017-05-25,,2418.709961,2408.01001,,,,2409.540039,,,,,,,,,3535390000,
,,,0.29465928538536346,,2415.820068,,2017-05-26,,2416.679932,2412.199951,,,,2414.5,,,,,,,,,2805040000,
,,,0.21268840657021112,,2412.909912,,2017-05-30,,2415.26001,2409.429932,,,,2411.669922,,,,,,,,,3203160000,
,,,-0.30886002163562504,,2411.800049,,2017-05-31,,2415.98999,2403.590088,,,,2415.6298829999996,,,,,,,,,4516110000,
,,,0.8722844766531674,,2430.060059,,2017-06-01,,2430.060059,2413.540039,,,,2415.649902,,,,,,,,,3857140000,
,,,0.6222066436161119,,2439.070068,,2017-06-02,,2440.22998,2427.709961,,,,2431.280029,,,,,,,,,3461680000,
,,,-0.33078131641397635,,2436.100098,,2017-06-05,,2439.550049,2434.320068,,,,2437.830078,,,,,,,,,2912600000,
,,,-0.3201352213961361,,2429.330078,,2017-06-06,,2436.209961,2428.1201170000004,,,,2431.919922,,,,,,,,,3357840000,
,,,0.10539989965839738,,2433.139893,,2017-06-07,,2435.280029,2424.75,,,,2432.030029,,,,,,,,,3572300000,
,,,-0.04236342923998669,,2433.790039,,2017-06-08,,2439.27002,2427.939941,,,,2434.27002,,,,,,,,,3728860000,
,,,-0.15147124590164254,,2431.77002,,2017-06-09,,2446.199951,2415.699951,,,,2436.389893,,,,,,,,,4027340000,
,,,0.3371796034395438,,2429.389893,,2017-06-12,,2430.3798829999996,2419.969971,,,,2425.8798829999996,,,,,,,,,4027750000,
,,,0.6072693127818769,,2440.350098,,2017-06-13,,2441.48999,2431.280029,,,,2434.149902,,,,,,,,,3275500000,
